sentence,sentence_type
nous voulons aller du pont du Contrexéville jusqu'à Bourg-en-Bresse Gare R,from_to
nous voulons aller du pont du Vorey jusqu'à Les Sables-d'Olonne,from_to
nous voulons aller du pont du Lisieux jusqu'à Ternay-Barbières,from_to
nous voulons aller du pont du Vic-le-Comte jusqu'à Blois-Chambord,from_to
nous voulons aller du pont du Pierrelatte jusqu'à Neustadt (Weinstr) Hbf,from_to
nous voulons aller du pont du Bédarieux jusqu'à Châteaubriant,from_to
nous voulons aller du pont du Douai jusqu'à Brignais,from_to
nous voulons aller du pont du Veynes-Dévoluy jusqu'à Retiers,from_to
nous voulons aller du pont du Fismes jusqu'à Savenay,from_to
nous voulons aller du pont du Tessonnières jusqu'à Le-Blanc-Pl-du-Bateau,from_to
nous voulons aller du pont du Lille Europe jusqu'à Dole-Ville,from_to
nous voulons aller du pont du Moyen jusqu'à La Bastide-St-Laurent,from_to
nous voulons aller du pont du St-Dié-des-Vosges jusqu'à Lens,from_to
nous voulons aller du pont du Champagne-Ardenne jusqu'à Landau-Pfalz-Hbf,from_to
ils veulent aller de Gérardmer La Mauselaine jusqu'à Orléans,from_to
ils veulent aller de Sarrebourg (Place Math) jusqu'à Savenay,from_to
ils veulent aller de Fénétrange (Gendarm.) jusqu'à Guéret,from_to
ils veulent aller de Felletin-Gare jusqu'à Annemasse,from_to
ils veulent aller de Annecy jusqu'à Rochefort,from_to
ils veulent aller de Font-Romeu-Odeillo-Via jusqu'à Lorient,from_to
ils veulent aller de Montbéliard-Ville jusqu'à Modane,from_to
ils veulent aller de Boussens jusqu'à Joinville,from_to
ils veulent aller de Albert jusqu'à Brioude,from_to
ils veulent aller de Bening jusqu'à Vitry-le-François,from_to
ils veulent aller de Argentine jusqu'à Sarrebourg (Place Math),from_to
ils veulent aller de Périgueux jusqu'à Delle,from_to
ils veulent aller de Châteauroux-Charmilles jusqu'à Toul,from_to
ils veulent aller de Louhans jusqu'à Meroux,from_to
ils veulent aller de Annecy jusqu'à Dompierre-Halte-Rout.,from_to
ils veulent aller de Culmont-Chalindrey jusqu'à Bellegarde-s-V. Gare,from_to
ils veulent aller de Savenay jusqu'à Sucé-Sur-Erdre,from_to
ils veulent aller de Ingwiller jusqu'à Seurre,from_to
ils veulent aller de Le Havre jusqu'à Lons-le-Saunier,from_to
ils veulent aller de Ternay-Barbières jusqu'à Poitiers,from_to
ils veulent aller de Brioude-Lycée-Lafayette jusqu'à Carnoules,from_to
ils veulent aller de Bitche jusqu'à Arvant,from_to
ils veulent aller de Callac jusqu'à Eymoutiers-Vassiviere,from_to
ils veulent aller de Vorey jusqu'à Montmélian,from_to
ils veulent aller de L'Isle-Jourdain (Gers) jusqu'à Champagnole-PE-Victor,from_to
ils veulent aller de Valenciennes jusqu'à Longuyon (Collège),from_to
ils veulent aller de Souillac jusqu'à Verneuil-sur-Serre,from_to
ils veulent aller de Yvetot jusqu'à Tarbes,from_to
ils veulent aller de Hagondange jusqu'à Issoudun-Place-de-la-G.,from_to
ils veulent aller de Mussidan jusqu'à Paris-Montp.3-Vaug.,from_to
ils veulent aller de Villefranche-Vernet-l.B jusqu'à Hagondange,from_to
ils veulent aller de Mont-de-Marsan jusqu'à Lunel,from_to
ils veulent aller de Belfort-Ville jusqu'à Annonay-Gare-Route,from_to
ils veulent aller de Laissac-Foirail jusqu'à La Douzillère,from_to
ils veulent aller de Liverdun jusqu'à Vernon-Giverny,from_to
ils veulent aller de Loudrefing jusqu'à Trier-Hbf (Trèves),from_to
ils veulent aller de Hagondange jusqu'à Montreux-Vieux,from_to
ils veulent aller de St-Florentin-Vergigny jusqu'à Ste-Marie/-Ms-(-Théâtre,from_to
ils veulent aller de Raedersheim jusqu'à Agen,from_to
ils veulent aller de Pont-Audemer-Gare-SNCF jusqu'à Le Havre,from_to
ils veulent aller de Freiburg-Breisgau jusqu'à Morhange,from_to
ils veulent aller de Cholet jusqu'à Forbach,from_to
ils veulent aller de L'Arbresle jusqu'à Lison,from_to
ils veulent aller de Corbigny jusqu'à Nevers,from_to
ils veulent aller de Royan jusqu'à Paris-Austerlitz,from_to
ils veulent aller de Bourgoin-Jallieu jusqu'à Louhans,from_to
ils veulent aller de Les Sables-d'Olonne jusqu'à Bressuire,from_to
ils veulent aller de St Pol sur Ternoise jusqu'à St-Raphaël-Valescure,from_to
ils veulent aller de Clisson jusqu'à Saintes,from_to
ils veulent aller de Carpentras jusqu'à Boussens,from_to
Je veux le trajet de Chagny à Etang,from_to
Je veux le trajet de Mâcon-Loché-TGV à Hyères,from_to
Je veux le trajet de Mâcon-Loché-TGV à Brive-la-Gaillarde,from_to
Je veux le trajet de La Ferté-sur-Chiers à Is-sur-Tille,from_to
Je veux le trajet de Carnoules à Janzé,from_to
Je veux le trajet de Le-Verdon à Romans-Bourg-de-Péage,from_to
Je veux le trajet de Clion-sur-Indre à Berthelming-Mairie,from_to
Je veux le trajet de Lisieux à Perpignan,from_to
Je veux le trajet de Bouxwiller-Schattenmann à Rodange,from_to
Je veux le trajet de Chinon à Marvejols,from_to
Je veux le trajet de Annecy à Bouzonville,from_to
Je veux le trajet de Tourcoing à Oissel,from_to
Je veux le trajet de Longuyon (Collège) à Gardanne,from_to
Je veux le trajet de Niedermodern/Uberach à Pontarlier,from_to
Je veux le trajet de Granville à La Douzillère,from_to
Je veux le trajet de Dossenheim-(Mairie) à Aiton-Salle-Polyvalente,from_to
Je veux le trajet de Truyes-St-Blaise à Dormans,from_to
Je veux le trajet de Calais Fréthun à Riom-Châtel-Guyon,from_to
Je veux le trajet de Payns Abri Savières à Poitiers-Gare-Routière,from_to
Je veux le trajet de Béziers à St-Eloy,from_to
Je veux le trajet de Mauriac à Montauban-Ville-Bourbon,from_to
Je veux le trajet de Les Laumes-Alésia à Lutzelbourg,from_to
Je veux le trajet de Travers à St-Sulpice-sur-Lèze,from_to
Je veux le trajet de Communay-Stade à Berthelming-Mairie,from_to
Je veux le trajet de Bourgoin-Jallieu à Lunel,from_to
Je veux le trajet de Andelot à Luçay-le-Male,from_to
Je veux le trajet de Hombourg (Chapelle) à Besançon-Viotte,from_to
Je veux le trajet de Marmande à St-Rambert-en-Bugey,from_to
Je veux le trajet de Bar-sur-Aube à Rambervillers,from_to
Je veux le trajet de Montchanin à St-Germain-des-Fossés,from_to
Je veux le trajet de Contrexéville à Miramas,from_to
Je veux le trajet de St-Raphaël-Valescure à Lorient,from_to
Je veux le trajet de St-Germain-des-Fossés à Coppet,from_to
Je veux le trajet de St-Germain-des-Fossés à Kruth,from_to
Je veux le trajet de Quimperlé à Givors-Ville,from_to
Je veux le trajet de Lauterbourg à Yvetot,from_to
Je veux le trajet de Champagnole-PE-Victor à Lamure-sur-Azergues,from_to
Je veux le trajet de Bréauté-Beuzeville à La Chaux-de-Fonds,from_to
Je veux le trajet de Lunel à Hagondange,from_to
Je veux le trajet de Thann à Cernay-(Lycée),from_to
Je veux le trajet de Ancizes-St-Georges-Bour à Hombourg (Chapelle),from_to
Je veux le trajet de Sospel à St-Denis-près-Martel,from_to
Je veux le trajet de Landerneau à Aix-Gare-Routière,from_to
Je veux le trajet de Mazamet à Arches,from_to
Je veux le trajet de nan à Cambrai Ville,from_to
Je veux le trajet de Besançon-Viotte à Montmédy,from_to
Je veux le trajet de Saumur à Mouscron / Moeskroen,from_to
Je veux le trajet de Brest à Cluses (Hte-Savoie),from_to
Je veux le trajet de Mont-de-Marsan à Willer-sur-Thur,from_to
Je veux le trajet de Culoz à Briouze,from_to
Je veux aller de Molsheim à Nîmes,from_to
Je veux aller de Bruyères (Vosges) à Clamecy,from_to
Je veux aller de Nouan-le-Fuzelier à Voves,from_to
Je veux aller de Perpignan à Montluçon-Ville,from_to
Je veux aller de Montargis-OT à Bas-Monistrol,from_to
Je veux aller de Surdon à Le Tréport-Mers-Les-B,from_to
Je veux aller de Voves à Landau-Pfalz-Hbf,from_to
Je veux aller de Retiers à St-Vit,from_to
Je veux aller de Digoin à Freiburg-Breisgau,from_to
Je veux aller de Kehl à Saintes,from_to
Je veux aller de Givet à Moulins-sur-Allier,from_to
Je veux aller de Remiremont à Gien,from_to
Je veux aller de Luchon à Brioude,from_to
Je veux aller de Bourg-St-Maurice à Angers-St-Laud,from_to
Je veux aller de Lamure-sur-Azergues à Sedan,from_to
Je veux aller de Manosque-Gréoux à Rodez,from_to
Je veux aller de Bourg-St-Maurice à Retiers,from_to
Je veux aller de Vauvert à Nancy-Ville,from_to
Je veux aller de Rosporden à St Pol sur Ternoise,from_to
Je veux aller de St-Sulpice (Tarn) à Sarralbe,from_to
Je veux aller de Paris-St-Lazare à Courtrai/Kortrijk,from_to
Je veux aller de Villefranche-Vernet-l.B à Avesnes,from_to
Je veux aller de Marseille-Blancarde à Pauillac,from_to
Je veux aller de Les Arcs-Draguignan à Menton,from_to
Je veux aller de Seurre à Amiens,from_to
Je veux aller de Rochefort à Valenciennes,from_to
Je veux aller de Grandris-Centre à Paimpol,from_to
Je veux aller de Vitry-le-François à Mutzig-Passage-A-Niveau,from_to
Je veux aller de Fismes à Bléré-la-Croix,from_to
Je veux aller de Rémilly à Ste-Marie-/-Mines-Maire,from_to
Je veux aller de Romorantin-Lycée-de-F à Clermont-de-l'Oise,from_to
Je veux aller de Abbeville à Bourg-en-Bresse Gare R,from_to
Je veux aller de Bruyères (Vosges) à Corbigny,from_to
Je veux aller de Mulhouse à Bas-Monistrol,from_to
Je veux aller de Barr à Vallorbe-Cff,from_to
Je veux aller de La Douzillère à Bédarieux,from_to
Je veux aller de Neufchateau-Lp à Sospel,from_to
Je veux aller de Aix-en-Provence à Haguenau,from_to
Je veux aller de Fismes à Vierzon,from_to
Je veux aller de Pompadour à Port-Boulet,from_to
Je veux aller de Biel à Ambérieu-en-Bugey,from_to
Je veux aller de Roanne à Périgueux,from_to
Je veux aller de Aubenas-Pl.-de-la-Paix à Montréjeau-Gourdan-Pol.,from_to
Je veux aller de Rives à Bitche-Camp,from_to
Je veux aller de Châteaudun à Lunéville,from_to
Je veux aller de Longueville (S.-et-M.) à Auxonne,from_to
Je veux aller de Sèlestat-(Schwilgué) à Sélestat,from_to
Je veux aller de Lyon-Part-Dieu-Gare-Rou à Pontgibaud-Ville,from_to
Je veux aller de Marvejols à Lutterbach Tram-train,from_to
Je veux aller de Barenton-sur-Serre à St-Lô,from_to
Depuis Alès à Laissac-Foirail,from_to
Depuis Mulhouse-Gare-Centrale à Andelot,from_to
Depuis Lyon-St-Paul-Quai-Bondy à Sèlestat-(Schwilgué),from_to
Depuis Tessonnières à Chantonnay,from_to
Depuis Lugny à Felletin-Gare,from_to
Depuis Montmédy à Contrexéville,from_to
Depuis Souillac à Lison,from_to
Depuis Loudrefing à Versailles-Chantiers,from_to
Depuis Manosque-Gréoux à La Chaise-Dieu,from_to
Depuis Nouzonville à Lison,from_to
Depuis Limoux à Truyes-St-Blaise,from_to
Depuis Herrlisheim (Bas-Rhin) à Ste-Marie-/-Ms-Pl-.CdG,from_to
Depuis Langogne à St-Gervais-Ch-LPA.,from_to
Depuis Bayel-Eglise à Coppet,from_to
Depuis Rang du Fl. Verton Ber. à Morteau,from_to
Depuis Genève à Crépy-en-Valois,from_to
Depuis Laveline-d-Bruy. Mairie à Le Puy-en-Velay,from_to
Depuis Sélestat à St Pol sur Ternoise,from_to
Depuis Laqueuille à Lille Flandres,from_to
Depuis Commentry à Le-Breuil-sur-Couze-Lyc,from_to
Depuis Esvres à Guingamp,from_to
Depuis Carmaux à Bordeaux-St-Jean,from_to
Depuis Lison à St-Jean-Pied-de-Port,from_to
Depuis Callac à Sedan,from_to
Depuis Franois à Veynes-Dévoluy,from_to
Depuis Villers-les-Pots à Coppet,from_to
Depuis Chatillon-Mail à Buzançais,from_to
Depuis Tergnier à Nîmes,from_to
Depuis Corcieux Le Conti à Nouan-le-Fuzelier,from_to
Depuis Tournai à Truyes-Pl-Du-Souvenir,from_to
Depuis Luçay-le-Male à Argentine,from_to
Depuis Poligny à Villers-les-Pots,from_to
Depuis Antibes à Fénétrange (Gendarm.),from_to
Depuis Aulnoye Aymeries à St-Denis-près-Martel,from_to
Depuis Urcay-Hotel-du-Lyon-d'O à Angers-St-Laud,from_to
Depuis Veynes-Dévoluy à Carmaux,from_to
Depuis Toulouse-Matabiau à Neufchateau-Lp,from_to
Depuis Firminy à Thesee,from_to
Depuis Cormery à Rosporden,from_to
Depuis Herbitzheim Mairie à Dole-Ville,from_to
Depuis Flers à Albens,from_to
Depuis Annemasse à Bresse-Claudel (la),from_to
Depuis Bidos à Bedous,from_to
Depuis Freiburg-Breisgau à Rémilly,from_to
Depuis Châteauroux-Ly-B-Pascal à Messac-Guipry,from_to
Depuis Nevers à Lourdes,from_to
Depuis Sarrebourg à Rothau,from_to
Depuis Sarrebourg-Abri-Phalsbo à St-Dizier,from_to
Depuis Langon à St-Jean-Pied-de-Port,from_to
Depuis Morlaix à Thionville,from_to
Itinéraire Ville-sous-La-Ferté Paris-Est,from_to
Itinéraire Gardanne Manosque-Gréoux,from_to
Itinéraire Tourcoing St-Aignan-Pl-Wilson,from_to
Itinéraire Le Dorat Fougères,from_to
Itinéraire Montreux-Vieux Busigny,from_to
Itinéraire Montreuil-sur-Ille Vif,from_to
Itinéraire Meroux Troyes,from_to
Itinéraire Avignon-TGV Champagne-Ardenne,from_to
Itinéraire St-Florentin-Vergigny Laqueuille,from_to
Itinéraire Châteaubriant-TT Sérézin,from_to
Itinéraire Lapeyrouse(Puy-de-Dôme) Egletons,from_to
Itinéraire Bruyères (Vosges) Rives,from_to
Itinéraire Revigny Mondoubleau-Rue-Leroy,from_to
Itinéraire Mouchard Clermont-Ferrand,from_to
Itinéraire Lunéville (Cité Scolai) Dossenheim-(Mairie),from_to
Itinéraire Rethel Caen,from_to
Itinéraire Clermont-Ferrand Le-Blanc-Pl-du-Bateau,from_to
Itinéraire Offenburg Reims,from_to
Itinéraire Dijon-Ville La Verrière,from_to
Itinéraire Bourg-en-Bresse Gare R Auch,from_to
Itinéraire Albert Neufchâteau,from_to
Itinéraire Compiègne Jougne,from_to
Itinéraire Nogent-sur-Seine Tessonnières,from_to
Itinéraire Dol Ste-Marie/-Ms-(-Théâtre,from_to
Itinéraire Givors-Ville Pau,from_to
Itinéraire Dossenheim-(Mairie) Nancy-Ville,from_to
Itinéraire Le Grau-du-Roi Sarrebourg,from_to
Itinéraire Pagny-sur-Moselle Les Sables-d'Olonne,from_to
Itinéraire Paimpol Bresse-Claudel (la),from_to
Itinéraire Castres Persan-Beaumont,from_to
Itinéraire Romorantin-Lycée-de-F Issoire,from_to
Itinéraire St-Pierre-de-Chandieu-R Urcay-Hotel-du-Lyon-d'O,from_to
Itinéraire Virieu-le-Grand-Belley Nouan-le-Fuzelier,from_to
Itinéraire Sens Auch,from_to
Itinéraire Courtalain-Centre Thonon-les-Bains,from_to
Itinéraire Le Locle Igney (Centre),from_to
Itinéraire Issoire-Lycée-Deville Ingwiller,from_to
Itinéraire Oloron-Ste-Marie Lutzelbourg,from_to
Itinéraire Sisteron Marseille-St-Charles,from_to
Itinéraire Cosne-sur-Loire Reignac,from_to
Itinéraire Issoudun-Jardin Munster,from_to
Itinéraire Châteaudun Thionville,from_to
Itinéraire Luçay-le-Male Lyon-Part-Dieu-Gare-Rou,from_to
Itinéraire Rethel Ancenis,from_to
Itinéraire Chatillon-Mail Châteauroux-L-Giraudoux,from_to
Itinéraire Nancy-Ville Narbonne,from_to
Itinéraire Barenton-sur-Serre Bresse-Claudel (la),from_to
Itinéraire Rosporden Dompierre-Halte-Rout.,from_to
Itinéraire Bouxwiller-Babenhausen Biel,from_to
Itinéraire Versailles-Chantiers Morteau,from_to
Emmène moi de Dossenheim-(Mairie) à Meymac,from_to
Emmène moi de Châteauroux à St-Nazaire,from_to
Emmène moi de Saint-Cyprien-Arènes à Callac,from_to
Emmène moi de Lyon-Part-Dieu-Gare-Rou à Mantes-la-Jolie,from_to
Emmène moi de Bourgoin-Jallieu à Neufchâteau,from_to
Emmène moi de Maubeuge à Limoges-Bénédictins,from_to
Emmène moi de Bidos à Bas-Monistrol,from_to
Emmène moi de Biel à Lunéville (Cité Scolai),from_to
Emmène moi de Charleville-Mézières à Thann-Saint-Jacques,from_to
Emmène moi de Antibes à St-Gilles-Croix-de-Vie,from_to
Emmène moi de Toul à Montpellier-Saint-Roch,from_to
Emmène moi de Montauban-Ville-Bourbon à Paris-Montp.3-Vaug.,from_to
Emmène moi de St-Chély-d'Apcher à Montbazon,from_to
Emmène moi de Mondoubleau-Rue-Leroy à Ville-sous-La-Ferté,from_to
Emmène moi de Rodange à Thiers,from_to
Emmène moi de Sarlat à Nouan-le-Fuzelier,from_to
Emmène moi de Lesparre à Le-Blanc-Pl-du-Bateau,from_to
Emmène moi de Châteauroux Gare Rout. à Mouscron / Moeskroen,from_to
Emmène moi de Toul à Nogent-sur-Seine,from_to
Emmène moi de Culmont-Chalindrey à Thouars,from_to
Emmène moi de Marseille-Blancarde à Courtalain-Centre,from_to
Emmène moi de Chaumont-sur-Tharonne à St-Louis-57-Incliné,from_to
Emmène moi de Poitiers-Gare-Routière à Thonon-les-Bains,from_to
Emmène moi de Bois-d'Oingt-Centre à Hagondange,from_to
Emmène moi de Conflans-Jarny à Auch,from_to
Emmène moi de Sedan à Ste-Pazanne,from_to
Emmène moi de St-Emilion à Château-Renault,from_to
Emmène moi de Ancenis à Dijon-Ville,from_to
Emmène moi de Elbeuf-St-Aubin à Carhaix,from_to
Emmène moi de Vezin-Carrefour à Vallorcine,from_to
Emmène moi de Seurre à Sarrebourg (Place Math),from_to
Emmène moi de Brioude à Martigny-les-B-Thiebaut,from_to
Emmène moi de Cholet à Genève,from_to
Emmène moi de Rothau à St Christophe / Nais C.,from_to
Emmène moi de Miramas à St Quentin,from_to
Emmène moi de Strasbourg à Routot-Place-de-mairie,from_to
Emmène moi de Vertaizon à Tende,from_to
Emmène moi de Mirecourt (Lycée Agric) à Chedde,from_to
Emmène moi de Meymac à Laon-Gare-Routière-Poma,from_to
Emmène moi de Creutzwald G.R. à Reignac,from_to
Emmène moi de Riom-Châtel-Guyon à Reipertswiller-SP.,from_to
Emmène moi de Nancy-Ville à Lunéville (Cité Scolai),from_to
Emmène moi de Bléré-la-Croix à Langon,from_to
Emmène moi de Sarrebourg-Abri-Phalsbo à Serquigny,from_to
Emmène moi de Aiton-Salle-Polyvalente à Champagne-Ardenne,from_to
Emmène moi de Gap à Meroux,from_to
Emmène moi de Périgueux à Dompierre-Halte-Rout.,from_to
Emmène moi de Reignac-Bourg-Du-Fau à Château-Renault,from_to
Emmène moi de St-Gervais-L-B-Le-Fayet à Ingwiller,from_to
Emmène moi de Vallon-en-Sully à Lamure-sur-Azergues,from_to
de Châteaudun à Thonon-les-Bains,from_to
de La Souterraine à Veynes-Dévoluy,from_to
de Saint-Cyprien-Arènes à Lyon-Part-Dieu,from_to
"de Ettendorf-Pl,-de-L'ecol à Lapeyrouse(Puy-de-Dôme)",from_to
de Laon-Gare-Routière-Poma à Barr,from_to
de Langon à Paris-Gare-de-Lyon,from_to
de Chaumont à Bréauté-Beuzeville,from_to
de Montchanin à St-Flour-Chaudes-Aigues,from_to
de Liverdun à Albert,from_to
de Willer-sur-Thur à Avesnes,from_to
de Nantes à Lutterbach Tram-train,from_to
de Dole-Ville à Le Havre,from_to
de St-Junien à St-Pierre-de-Chandieu-R,from_to
de Durtol-Nohanent à Brignais,from_to
de Kehl à Issoudun,from_to
de Keskastel à Pamiers,from_to
de St Christophe / Nais C. à Narbonne,from_to
de Travers à Lunéville (Cité Scolai),from_to
de Niort à Aubenas-Pl.-de-la-Paix,from_to
de Faubourg-d'Orléans à La Rochelle-Ville,from_to
de Obermodern à Châteauroux-Ly-B-Pascal,from_to
de Lesparre à Obermodern,from_to
de Seurre à Châteauroux Gare Rout.,from_to
de Frohmuhl- (Lavoir) à Rothau,from_to
de Herrlisheim (Bas-Rhin) à Auxerre-St-Gervais,from_to
de Evreux à Benfeld,from_to
de Mutzig-Passage-A-Niveau à Dossenheim-(Mairie),from_to
de Rouen-Rive-Droite à Grenoble,from_to
de Nancy-Ville à Miramas,from_to
de Lunel à Albi-Ville,from_to
de Sète à Liverdun,from_to
de Kédange (Eglise) à Bédarieux,from_to
de Egletons à St-Jean-de-Maurienne-A.,from_to
de Tarbes à Vallorcine,from_to
de Obernai à Le Tréport-Mers-Les-B,from_to
de Beslé à Dieppe,from_to
de Le Locle à Vézelise Beauregard,from_to
de Chaumont-sur-Tharonne à Reignac-Bourg-Du-Fau,from_to
de St-Flour-les-Allées à Hazebrouck,from_to
de Seurre à Lyon-St-Paul-la-Feuilée,from_to
de Sète à Calais Fréthun,from_to
de Hazebrouck à Volvic,from_to
de Altkirch à Pfaffenhoffen-(Mairie).,from_to
de Montereau à St-Pierre-d'Albigny,from_to
de Champagne-Ardenne à Epinal,from_to
de Elbeuf-St-Aubin à Truyes-St-Blaise,from_to
de St-Eloy-les-Mines-Lycée à Compiègne,from_to
de Cambrai Ville à Clermont-de-l'Oise,from_to
de Capdenac à Fougères,from_to
de Volvic à Annecy,from_to
Quel trajet pour Abancourt Aurillac,from_to
Quel trajet pour Mulhouse-Gare-Centrale Carhaix,from_to
Quel trajet pour Abancourt Wingen-sur-Moder,from_to
Quel trajet pour Troyes Le Creusot,from_to
Quel trajet pour BarentonÂ Cel Obernai,from_to
Quel trajet pour Saint-Etienne-Chtx GR St Omer,from_to
Quel trajet pour Tournai Lyon-Part-Dieu-Gare-Rou,from_to
Quel trajet pour La-Bresse (Pl Champtel) Bourg-Achard Champ de F,from_to
Quel trajet pour Persan-Beaumont Hirson,from_to
Quel trajet pour Neustadt (Weinstr) Hbf Foix,from_to
Quel trajet pour Saint-Etienne-Chtx GR Montmédy,from_to
Quel trajet pour Autun Barr,from_to
Quel trajet pour Le Locle Latour-de-Carol-Enveitg,from_to
Quel trajet pour Chinon-Lycée-Rabelais Dinan,from_to
Quel trajet pour Arches Guingamp,from_to
Quel trajet pour Castres Bening,from_to
Quel trajet pour Normandie Connerré-Beillé,from_to
Quel trajet pour Bréauté-Beuzeville Aix-en-Provence,from_to
Quel trajet pour Janzé St-Priest,from_to
Quel trajet pour WOERTH RHEIN Luchon-Richelieu,from_to
Quel trajet pour St Omer Liverdun,from_to
Quel trajet pour Troyes Chartres,from_to
Quel trajet pour Rochefort St-Dié-des-Vosges,from_to
Quel trajet pour Châteaubriant-TT Les Arcs-Draguignan,from_to
Quel trajet pour Châteaudun Arches,from_to
Quel trajet pour Pompadour Autun,from_to
Quel trajet pour Paris-St-Lazare Montélimar-G-Routière,from_to
Quel trajet pour Roanne-Gare-Routière Laqueuille,from_to
Quel trajet pour Sarralbe Centre Clelles-Mairie,from_to
Quel trajet pour Bagnoles- Orne Egl.Mad. Montereau,from_to
Quel trajet pour Touet-de-l'Escarène Vezin-Carrefour,from_to
Quel trajet pour Ambérieu-en-Bugey Commentry,from_to
Quel trajet pour Sète Loches-LEP,from_to
Quel trajet pour Corbigny Sarralbe Centre,from_to
Quel trajet pour Sarre-Union Biganos-Facture,from_to
Quel trajet pour Communay-Stade Nogent-sur-Seine,from_to
Quel trajet pour Guingamp St-Flour-les-Allées,from_to
Quel trajet pour Vienne Le Puy-en-Velay,from_to
Quel trajet pour Moûtiers-Salins-Brides Munster,from_to
Quel trajet pour St-Emilion Vitry-le-François,from_to
Quel trajet pour Vallorbe-Cff Laqueuille,from_to
Quel trajet pour Poligny Langeac,from_to
Quel trajet pour Juvancourt Quimperlé,from_to
Quel trajet pour Nevers-Le-Banlay Argentan,from_to
Quel trajet pour Frohmuhl- (Lavoir) Frasne,from_to
Quel trajet pour Cerbère Nouan-le-Fuzelier,from_to
Quel trajet pour Thiers Coppet,from_to
Quel trajet pour Cernay-(Lycée) Poitiers-Gare-Routière,from_to
Quel trajet pour Langon Bouzonville,from_to
Quel trajet pour Rumilly Dax,from_to
Je suis à Carnoules et je veux aller à Ussel,from_to
Je suis à Sedan et je veux aller à St-Pierre-de-Chandieu-R,from_to
Je suis à Vire-Centre et je veux aller à Epernay,from_to
Je suis à Vitré et je veux aller à Oyonnax,from_to
Je suis à Nancy-Ville et je veux aller à Tours,from_to
Je suis à Trier-Hbf (Trèves) et je veux aller à Cherbourg,from_to
Je suis à Bourges-Gare-Routière et je veux aller à Saillat-Chassenon,from_to
Je suis à Brignais et je veux aller à Kédange (Eglise),from_to
Je suis à Poitiers-Gare-Routière et je veux aller à Sarrebourg-LP-Messmer,from_to
Je suis à Nantes et je veux aller à Vierzon-Médiathèque,from_to
Je suis à Saverne et je veux aller à Vienne,from_to
Je suis à Aurillac et je veux aller à Saverne-(Ht-Barr),from_to
Je suis à Angers-St-Laud et je veux aller à Béthune,from_to
Je suis à St-Pierre-le-Moûtier et je veux aller à Chalon-sur-Saône,from_to
Je suis à Les Sables-d'Olonne et je veux aller à St-Gervais-Ch-LPA.,from_to
Je suis à Virieu-le-Grand-Belley et je veux aller à Tergnier,from_to
Je suis à Calais Fréthun et je veux aller à Annemasse,from_to
Je suis à Chatellerault et je veux aller à Aillevillers,from_to
Je suis à Abancourt et je veux aller à Chambéry-Chal.-les-Eaux,from_to
Je suis à Basel-SBB et je veux aller à Nogent-le-Rotrou,from_to
Je suis à Munster et je veux aller à Ribécourt,from_to
Je suis à Seurre et je veux aller à St Quentin,from_to
Je suis à Veigné et je veux aller à Rouen-Rive-Droite,from_to
Je suis à Arcachon et je veux aller à Dinan,from_to
Je suis à Tournai et je veux aller à Buswiller-Eglise,from_to
Je suis à Trouville-Deauville et je veux aller à Brioude,from_to
Je suis à Ville-sous-La-Ferté et je veux aller à Corcieux Le Conti,from_to
Je suis à Saverne-(Pl.-Dragons) et je veux aller à Cernay-(Lycée),from_to
Je suis à La Chaux-de-Fonds et je veux aller à La Roche-sur-Yon,from_to
Je suis à Charleville-Mézières et je veux aller à Bitche-Camp,from_to
Je suis à Gramat et je veux aller à Rothau,from_to
Je suis à Lamotte-Beuvron et je veux aller à Bois-d'Oingt-Centre,from_to
Je suis à Mauriac-Lycée-Cortat et je veux aller à Felletin-Gare,from_to
Je suis à Port-Boulet et je veux aller à Laon-Gare-Routière-Poma,from_to
Je suis à St-Aignan-Noyers et je veux aller à Chartres-Gare-Routière,from_to
Je suis à Carnoules et je veux aller à Vienne,from_to
Je suis à Chambourg-Chopin et je veux aller à Pontorson-Mt-St-Michel,from_to
Je suis à Annemasse et je veux aller à Montchanin,from_to
Je suis à Guéret et je veux aller à Clion-sur-Indre,from_to
Je suis à St-Pierre-des-Corps et je veux aller à Busigny,from_to
Je suis à Tergnier et je veux aller à St-Martin-d'Hères,from_to
Je suis à Esvres et je veux aller à Andelot,from_to
Je suis à Gérardmer La Mauselaine et je veux aller à St-Sulpice (Tarn),from_to
Je suis à Nevers-Le-Banlay et je veux aller à Issoudun,from_to
Je suis à Coutances et je veux aller à Bueil,from_to
Je suis à Chambourg-Chopin et je veux aller à Trier-Hbf (Trèves),from_to
Je suis à Fismes et je veux aller à Biganos-Facture,from_to
Je suis à Mauriac-Lycée-Cortat et je veux aller à Pontarlier,from_to
Je suis à Les Arcs-Draguignan et je veux aller à Coppet,from_to
Je suis à Connerré-Beillé et je veux aller à Lille Flandres,from_to
J'aimerais me rendre sur Albi-Ville en partant de Chaumont,to_from
J'aimerais me rendre sur Montbéliard-Ville en partant de Paris-Montp.3-Vaug.,to_from
J'aimerais me rendre sur Ste-Marie-/-Ms-Pl-.CdG en partant de Cerbère,to_from
J'aimerais me rendre sur Charleroi Sud en partant de Rosporden,to_from
J'aimerais me rendre sur Bléré-la-Croix en partant de Alès,to_from
J'aimerais me rendre sur Saarbrücken /Sarrebruck en partant de Laroche-Migennes,to_from
